fecha_inicio_semana,y_current,y_true,y_pred,error
2025-08-18,0.0643779113892458,0.342789901148327,0.11451294295762272,-0.22827695819070432
2025-08-25,0.342789901148327,0.0328375249929476,0.09652604643664164,0.06368852144369405
2025-09-01,0.0328375249929476,0.0750438311217277,0.08151930863105451,0.00647547750932681
2025-09-08,0.0750438311217277,0.244150207322864,0.0903886753881041,-0.1537615319347599
2025-09-15,0.244150207322864,0.0353374615739687,0.12158033247920866,0.08624287090523997
2025-09-22,0.0353374615739687,0.037083177521204,0.1398105510642071,0.1027273735430031
2025-09-29,0.037083177521204,0.0408302409621366,0.07995864777066708,0.039128406808530476
2025-10-06,0.0408302409621366,-0.0316621893348032,0.10274021974858585,0.13440240908338905
2025-10-13,-0.0316621893348032,0.167412720914919,0.06937819991294332,-0.09803452100197567
2025-10-20,0.167412720914919,0.134823580717908,0.07642581732528003,-0.05839776339262798
2025-10-27,0.134823580717908,0.170657905569605,0.07393671242083322,-0.09672119314877178
2025-11-03,0.170657905569605,0.0692562741764684,0.09867189937634518,0.029415625199876783
2025-11-10,0.0692562741764684,0.218016998769719,0.11562069063642347,-0.10239630813329553
2025-11-17,0.218016998769719,0.12751595957534,0.1302187773068153,0.0027028177314752933
2025-11-24,0.12751595957534,0.279605962079427,0.17069969930280726,-0.10890626277661974
2025-12-01,0.279605962079427,0.0821158156091689,0.2108313721623038,0.12871555655313488
2025-12-08,0.0821158156091689,0.303813076524669,0.18749035998329486,-0.11632271654137413
2025-12-15,0.303813076524669,0.0677012815654136,0.23084053763913598,0.16313925607372237
2025-12-22,0.0677012815654136,0.583621878201202,0.17050459682609173,-0.4131172813751103
2025-12-29,0.583621878201202,0.108341978085893,0.164577484015946,0.056235505930052984
2026-01-05,0.108341978085893,0.0687870202028637,0.139961836037538,0.0711748158346743
2026-01-12,0.0687870202028637,0.245426229585526,0.07529740572090718,-0.17012882386461883
2026-01-19,0.245426229585526,0.320565191490885,0.12675612246222637,-0.19380906902865866
2026-01-26,0.320565191490885,0.170007405822799,0.17187923075353978,0.0018718249307407842
2026-02-02,0.170007405822799,-0.0198367240853288,0.17966179827806883,0.19949852236339763
2026-02-09,-0.0198367240853288,0.0960196886446368,0.17980838829239554,0.08378869964775874
2026-02-16,0.0960196886446368,0.27725068164164,0.18821763471837627,-0.08903304692326375
2026-02-23,0.27725068164164,0.210058588277401,0.16954971640086494,-0.04050887187653607
