fecha_inicio_semana,y_true,y_pred_base
2025-09-01,0.0750438311217277,0.07034546632350677
2025-09-08,0.244150207322864,0.16514185926024424
2025-09-15,0.0353374615739687,0.13909845361813056
2025-09-22,0.037083177521204,0.1043577713785776
2025-09-29,0.0408302409621366,0.07525644689217262
2025-10-06,-0.0316621893348032,0.10072117415823788
2025-10-13,0.167412720914919,0.07197353208235381
2025-10-20,0.134823580717908,0.11358973657987975
2025-10-27,0.170657905569605,0.0977805948670778
2025-11-03,0.0692562741764684,0.07478265411625705
2025-11-10,0.218016998769719,0.08786371637177656
2025-11-17,0.12751595957534,0.14330789919980558
2025-11-24,0.279605962079427,0.10413520002472207
2025-12-01,0.0821158156091689,0.16486219408054087
2025-12-08,0.303813076524669,0.1451324204187058
2025-12-15,0.0677012815654136,0.18410004955378592
2025-12-22,0.583621878201202,0.19438511560383065
2025-12-29,0.108341978085893,0.13862987015866304
2026-01-05,0.0687870202028637,0.11830765953387501
2026-01-12,0.245426229585526,0.12549163299088362
2026-01-19,0.320565191490885,0.10754712935634986
2026-01-26,0.170007405822799,0.17156132776595698
2026-02-02,-0.0198367240853288,0.18149232916701902
2026-02-09,0.0960196886446368,0.16366843061822012
2026-02-16,0.27725068164164,0.14166800378616856
2026-02-23,0.210058588277401,0.19420892025359127
